User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,Age,Months Till Expire
295,Jennifer Ross,jennifer65@example.com,jennifer65,1977-03-06,Female,North Bradland,2024-01-28,2025-01-27,Annual,Amex,Manual,Frequent,Clothing,Sci-Fi,Smart TV,High,3.2,8,47,0
296,Tina Rios,ysilva@example.com,ysilva,1965-06-13,Female,Johnsonside,2024-03-24,2025-03-24,Annual,Mastercard,Manual,Occasional,Clothing,Horror,Smartphone,Low,4.9,8,59,1
297,Brian Boyle,tiffanychambers@example.org,tiffanychambers,1951-03-08,Female,Davisfort,2024-03-02,2025-03-02,Monthly,Visa,Manual,Regular,Electronics,Action,Smart TV,Low,4.8,0,73,0
298,Bryan Robertson,vduke@example.net,vduke,1940-05-09,Female,Mitchellbury,2024-04-11,2025-04-11,Annual,Mastercard,Manual,Occasional,Books,Drama,Smart TV,Low,5.0,9,84,1
299,Amy Luna,vbrown@example.org,vbrown,1993-12-11,Female,West Maria,2024-04-04,2025-04-04,Monthly,Amex,Manual,Regular,Books,Action,Tablet,Low,3.9,9,31,1
300,Justin Sherman,frodriguez@example.net,frodriguez,2000-08-31,Female,Daviston,2024-01-05,2025-01-04,Annual,Mastercard,Manual,Frequent,Electronics,Documentary,Tablet,Low,3.7,2,24,0
301,Andre Ortiz,zross@example.org,zross,1974-11-22,Female,Kathleenmouth,2024-01-02,2025-01-01,Monthly,Mastercard,Auto-renew,Regular,Books,Horror,Tablet,High,4.5,9,50,0
302,Carrie Benton,gsantos@example.net,gsantos,1947-06-13,Female,Lake Lisamouth,2024-02-21,2025-02-20,Monthly,Amex,Manual,Regular,Books,Comedy,Smartphone,High,3.6,9,77,0
303,Jordan Jacobs,kim65@example.org,kim65,1945-08-12,Female,New Melvin,2024-02-17,2025-02-16,Annual,Mastercard,Auto-renew,Frequent,Clothing,Romance,Tablet,High,4.4,1,79,0
304,Shannon Jackson,craigjackson@example.org,craigjackson,1981-04-17,Female,Ginaville,2024-03-29,2025-03-29,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,Low,4.5,4,43,1
305,Eric Yates,rsanders@example.org,rsanders,1947-05-22,Female,Ginaside,2024-01-03,2025-01-02,Monthly,Amex,Auto-renew,Frequent,Books,Action,Tablet,Medium,4.6,10,77,0
306,John Black,dylananderson@example.org,dylananderson,1992-10-13,Female,Port Patriciamouth,2024-02-12,2025-02-11,Monthly,Amex,Manual,Regular,Electronics,Comedy,Tablet,High,4.4,0,32,0
307,Diane Cannon,jessicaruiz@example.net,jessicaruiz,2004-02-24,Female,Dustinview,2024-02-05,2025-02-04,Monthly,Visa,Manual,Occasional,Clothing,Drama,Tablet,Low,3.2,8,20,0
308,Patrick Martinez,montgomerysarah@example.net,montgomerysarah,2005-08-25,Female,West Tammy,2024-01-13,2025-01-12,Annual,Visa,Manual,Occasional,Clothing,Documentary,Tablet,High,4.7,8,19,0
309,Veronica Cox,rmartin@example.net,rmartin,1971-09-03,Female,Lake Dylan,2024-03-11,2025-03-11,Annual,Amex,Manual,Frequent,Electronics,Horror,Smartphone,Low,3.8,8,53,0
310,Nancy Turner,henryhannah@example.net,henryhannah,1989-05-26,Female,West Lindaville,2024-01-12,2025-01-11,Monthly,Amex,Manual,Regular,Electronics,Documentary,Smartphone,Medium,4.0,3,35,0
311,Rachel Fields DVM,marilyn42@example.com,marilyn42,1986-02-28,Female,Alexisborough,2024-01-29,2025-01-28,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,High,4.9,5,38,0
312,Daniel Osborn,coxlouis@example.com,coxlouis,1995-11-09,Female,Loweborough,2024-01-12,2025-01-11,Annual,Visa,Auto-renew,Occasional,Books,Romance,Tablet,Medium,3.4,2,29,0
313,Richard Brewer,fmccarthy@example.com,fmccarthy,1979-11-07,Female,South Erik,2024-04-06,2025-04-06,Monthly,Amex,Manual,Occasional,Books,Horror,Tablet,Low,3.3,4,45,1
314,Joseph Davis,rgreer@example.org,rgreer,1997-11-26,Female,South Brandon,2024-04-13,2025-04-13,Monthly,Mastercard,Auto-renew,Frequent,Books,Documentary,Smartphone,High,3.6,1,27,1
315,Sarah Wilson,matthewgutierrez@example.org,matthewgutierrez,1935-08-25,Female,Harrisbury,2024-01-30,2025-01-29,Monthly,Amex,Auto-renew,Occasional,Books,Sci-Fi,Smart TV,Medium,4.3,8,89,0
316,Christy Schultz,nayala@example.org,nayala,1936-12-21,Female,Port Zacharyborough,2024-03-07,2025-03-07,Annual,Mastercard,Auto-renew,Regular,Books,Action,Smart TV,High,3.4,4,88,0
317,Javier Vang,jchang@example.net,jchang,1953-07-15,Female,Lake Sandrafort,2024-02-27,2025-02-26,Monthly,Amex,Manual,Frequent,Clothing,Drama,Smartphone,Medium,4.2,1,71,0
318,Maria Savage,linda39@example.org,linda39,1952-06-14,Female,Allenmouth,2024-02-03,2025-02-02,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Tablet,High,4.4,10,72,0
319,Ryan Brown,jared97@example.org,jared97,1978-10-06,Female,East Mandyton,2024-02-06,2025-02-05,Annual,Amex,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,4.1,4,46,0
320,Melanie Cooper,tonyamckenzie@example.net,tonyamckenzie,1963-08-12,Female,Lake Anna,2024-01-16,2025-01-15,Annual,Visa,Manual,Frequent,Books,Drama,Tablet,Medium,3.6,5,61,0
321,Christina Rogers,hallkendra@example.net,hallkendra,1959-01-10,Female,West Justin,2024-03-11,2025-03-11,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Tablet,Medium,3.4,10,66,0
322,Rachael Jarvis,arthur24@example.org,arthur24,1995-04-09,Female,Travisview,2024-01-28,2025-01-27,Annual,Mastercard,Auto-renew,Regular,Books,Romance,Smart TV,High,3.4,8,29,0
323,Mark Vasquez,thompsonevelyn@example.org,thompsonevelyn,2005-10-22,Female,Martinezhaven,2024-03-03,2025-03-03,Annual,Mastercard,Manual,Frequent,Clothing,Comedy,Tablet,Medium,4.2,0,19,0
324,Mr. Kevin Johnson DVM,tinarusso@example.net,tinarusso,1961-03-19,Female,Hancockburgh,2024-02-18,2025-02-17,Monthly,Amex,Manual,Regular,Electronics,Horror,Smartphone,Low,4.0,9,63,0
325,John Moses,joshua91@example.com,joshua91,1966-03-08,Female,North Reneebury,2024-02-15,2025-02-14,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,Low,3.1,10,58,0
326,John Velez,marcushicks@example.net,marcushicks,1969-05-18,Female,Nathanielland,2024-03-31,2025-03-31,Monthly,Amex,Manual,Frequent,Books,Action,Smart TV,Low,5.0,10,55,1
327,James Kim,bonnielewis@example.org,bonnielewis,1990-03-31,Female,Rodriguezhaven,2024-03-17,2025-03-17,Monthly,Amex,Manual,Regular,Electronics,Drama,Smart TV,Medium,3.6,5,34,1
328,Dr. Michele Butler,hjohnston@example.net,hjohnston,1997-09-16,Female,Lucaston,2024-02-20,2025-02-19,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Smart TV,Medium,3.9,3,27,0
329,Alexander Kelley,opitts@example.com,opitts,1994-10-29,Female,Port Mark,2024-03-28,2025-03-28,Monthly,Visa,Auto-renew,Frequent,Books,Documentary,Smart TV,Low,3.8,8,30,1
330,Catherine Dunlap,spierce@example.net,spierce,1988-06-03,Female,Lake Matthew,2024-04-11,2025-04-11,Annual,Visa,Auto-renew,Frequent,Electronics,Sci-Fi,Smart TV,Medium,3.7,7,36,1
331,Cheryl Spence,matthewjohnson@example.org,matthewjohnson,1945-04-28,Female,Deanland,2024-03-22,2025-03-22,Annual,Mastercard,Manual,Regular,Books,Comedy,Smartphone,Medium,3.4,8,79,1
332,Jacob Black,felicia70@example.com,felicia70,1952-10-15,Female,Floresside,2022-01-08,2024-01-07,Monthly,Amex,Auto-renew,Occasional,Books,Horror,Tablet,Medium,3.1,1,72,0
333,Morgan Wilkinson,nashtyler@example.com,nashtyler,1950-04-08,Female,Josephfurt,2024-01-04,2025-01-03,Monthly,Amex,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,4.8,6,74,0
334,Nicole Robinson,huberisaac@example.com,huberisaac,1968-04-18,Female,Port Heather,2024-02-05,2025-02-04,Monthly,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,5.0,9,56,0
335,Anne Mcmillan,trobertson@example.org,trobertson,1985-12-23,Female,Troybury,2024-01-17,2025-01-16,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Smart TV,High,3.8,7,39,0
336,Jeffery Diaz,ghumphrey@example.com,ghumphrey,1996-06-21,Female,New Nicholasmouth,2024-02-21,2025-02-20,Annual,Visa,Auto-renew,Regular,Books,Drama,Tablet,Low,5.0,4,28,0
337,Carlos Rodriguez,jwilkins@example.net,jwilkins,1973-07-10,Female,Whitneyfort,2024-01-03,2025-01-02,Annual,Visa,Auto-renew,Occasional,Books,Drama,Smartphone,High,3.7,10,51,0
338,Shannon Stevens,jwilson@example.com,jwilson,1989-11-19,Female,West Thomas,2024-01-05,2025-01-04,Monthly,Mastercard,Manual,Frequent,Books,Documentary,Smart TV,Medium,3.8,3,35,0
339,Mitchell Hansen,irogers@example.org,irogers,1974-02-24,Female,Hudsonville,2024-01-13,2025-01-12,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,High,5.0,8,51,0
340,Kerry Johnson,nschneider@example.com,nschneider,1961-06-10,Female,North Melissachester,2024-01-27,2025-01-26,Monthly,Amex,Auto-renew,Regular,Books,Action,Smartphone,Medium,3.8,1,63,0
341,Jonathan Soto,rfrench@example.org,rfrench,1936-12-09,Female,West Mariah,2024-03-16,2025-03-16,Annual,Mastercard,Auto-renew,Regular,Electronics,Horror,Smartphone,Low,3.0,9,88,0
342,Michelle Ferguson,nathan22@example.org,nathan22,1967-12-20,Female,East Elizabeth,2024-02-05,2025-02-04,Monthly,Mastercard,Manual,Frequent,Books,Romance,Smart TV,Low,3.5,3,57,0
343,Derek Mercer,kristina99@example.net,kristina99,1934-08-14,Female,Hunterland,2024-04-11,2025-04-11,Annual,Amex,Manual,Occasional,Books,Documentary,Tablet,Low,4.3,4,90,1
344,Heather Howard,robinsonduane@example.com,robinsonduane,1994-06-03,Female,East Josephside,2024-03-01,2025-03-01,Annual,Visa,Manual,Occasional,Clothing,Romance,Tablet,High,3.3,6,30,0
345,Cynthia Phillips,carlsonrachel@example.net,carlsonrachel,1995-01-04,Female,South Adamland,2024-01-08,2025-01-07,Annual,Mastercard,Auto-renew,Frequent,Books,Comedy,Smartphone,Low,3.6,3,30,0
346,Matthew Ruiz,april31@example.com,Apr-31,1940-10-19,Male,Martinfort,2024-04-01,2025-04-01,Monthly,Visa,Auto-renew,Regular,Electronics,Drama,Tablet,High,4.0,2,84,1
347,Charles Nelson,kaylaschultz@example.com,kaylaschultz,1950-12-04,Male,Erichaven,2024-01-06,2025-01-05,Monthly,Mastercard,Manual,Occasional,Books,Drama,Tablet,High,3.2,10,74,0
348,Patrick Clarke,debra06@example.net,debra06,1948-01-10,Female,Lake Tarastad,2024-02-27,2025-02-26,Annual,Visa,Manual,Frequent,Books,Romance,Smart TV,Medium,3.9,3,77,0
349,Ruben Martinez,williamsariel@example.net,williamsariel,1976-06-27,Male,Brittanyburgh,2024-03-21,2025-03-21,Monthly,Amex,Manual,Regular,Books,Documentary,Smartphone,Low,4.9,0,48,1
350,Michael Chang,tammygonzales@example.net,tammygonzales,1980-12-18,Female,Crossborough,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Medium,4.5,8,44,0
351,Connie Fischer,lwatson@example.org,lwatson,1935-11-23,Female,North Brandonburgh,2024-01-20,2025-01-19,Annual,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,High,4.0,5,89,0
352,Joseph Williams,jaredlynch@example.org,jaredlynch,2004-09-30,Male,Lake Margaretport,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.1,3,20,0
353,David Stokes,ksmith@example.org,ksmith,1967-01-03,Male,Javierfort,2024-03-25,2025-03-25,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Smartphone,Medium,4.9,2,58,1
354,Dawn Vazquez,hgarcia@example.org,hgarcia,1937-09-11,Female,Belindamouth,2024-01-02,2025-01-01,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,High,4.6,6,87,0
355,Carrie Jackson,dpowell@example.net,dpowell,1977-10-06,Male,Christineport,2024-04-13,2025-04-13,Annual,Mastercard,Manual,Regular,Books,Romance,Tablet,High,4.8,9,47,1
356,Kathleen Mclaughlin,james28@example.com,james28,1984-06-19,Female,New Jennifer,2024-03-16,2025-03-16,Monthly,Amex,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Low,3.8,7,40,0
357,Tim Hernandez,michael28@example.org,michael28,1941-01-30,Female,North Jessica,2024-01-22,2025-01-21,Monthly,Amex,Manual,Occasional,Books,Comedy,Tablet,Low,4.2,5,84,0
358,William Stephens,langmary@example.net,langmary,1955-03-21,Female,Scottton,2024-03-28,2025-03-28,Monthly,Amex,Manual,Regular,Electronics,Romance,Smart TV,Low,3.8,1,69,1
359,Misty Lopez,clayblake@example.net,clayblake,1943-09-19,Male,Port Cole,2024-03-25,2025-03-25,Annual,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,Medium,3.1,9,81,1
360,Teresa Richardson,stacywolfe@example.com,stacywolfe,1978-07-28,Female,Port Jonathan,2024-01-25,2025-01-24,Annual,Mastercard,Manual,Regular,Books,Horror,Smart TV,Low,3.8,3,46,0
361,Donald Davis,frenchgail@example.com,frenchgail,1984-03-16,Female,East Christopherside,2024-01-19,2025-01-18,Annual,Amex,Auto-renew,Frequent,Books,Documentary,Smartphone,Low,4.1,5,40,0
362,Kenneth Lopez,delgadokayla@example.org,delgadokayla,1989-09-22,Female,Barnesland,2024-01-11,2025-01-10,Monthly,Amex,Manual,Regular,Books,Drama,Tablet,Medium,3.0,2,35,0
363,Maria Johnson,connorfranklin@example.com,connorfranklin,1992-03-25,Female,New Cory,2024-01-24,2025-01-23,Annual,Visa,Manual,Frequent,Books,Sci-Fi,Smartphone,Low,2.0,4,32,0
364,Robert Nelson,josephalvarez@example.org,josephalvarez,1940-08-23,Female,Stevenview,2024-02-22,2025-02-21,Monthly,Amex,Manual,Occasional,Clothing,Horror,Tablet,Low,3.9,2,84,0
365,James Villa,jenniferwallace@example.org,jenniferwallace,1946-07-26,Female,Stephensshire,2024-01-03,2025-01-02,Annual,Amex,Auto-renew,Occasional,Electronics,Action,Smartphone,High,3.7,8,78,0
366,Ryan Deleon,tanya47@example.org,tanya47,1999-11-22,Female,Dawnfurt,2024-03-14,2025-03-14,Annual,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Smartphone,Low,3.1,9,25,0
367,Patricia Bell,lpowell@example.net,lpowell,1984-12-12,Female,South Garyborough,2024-03-22,2025-03-22,Annual,Amex,Manual,Occasional,Clothing,Romance,Smartphone,High,3.7,3,40,1
368,Corey Cannon,christopherwilkerson@example.net,christopherwilkerson,1990-03-31,Male,East Crystal,2024-04-12,2025-04-12,Annual,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.5,2,34,1
369,Katherine Hinton,jbaker@example.net,jbaker,1999-09-30,Female,Angelahaven,2024-01-02,2025-01-01,Annual,Amex,Auto-renew,Frequent,Books,Horror,Smartphone,Medium,3.8,1,25,0
370,Amy Spencer,vriley@example.com,vriley,1975-02-13,Female,East Katherine,2024-01-11,2025-01-10,Annual,Visa,Auto-renew,Frequent,Books,Horror,Smartphone,Low,4.9,5,50,0
371,Michele Dawson,stewartmadison@example.net,stewartmadison,1962-06-19,Female,Lake Joseph,2024-03-01,2025-03-01,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Tablet,Low,4.2,10,62,0
372,Jay Phillips,yvette22@example.com,yvette22,1959-08-14,Female,New Sheila,2024-02-05,2025-02-04,Annual,Amex,Manual,Occasional,Electronics,Comedy,Smart TV,Medium,4.6,5,65,0
373,Brian Greene,nancychang@example.net,nancychang,1968-02-12,Male,South Jane,2024-04-10,2025-04-10,Monthly,Visa,Manual,Regular,Electronics,Action,Smart TV,Medium,4.6,4,57,1
374,Timothy Cox,stephen87@example.net,stephen87,1963-06-07,Male,New John,2024-02-07,2025-02-06,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Medium,3.9,4,61,0
375,Robert Nelson,bacosta@example.com,bacosta,1974-10-04,Female,Andersonstad,2024-02-03,2025-02-02,Monthly,Mastercard,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Medium,3.7,3,50,0
376,Thomas Castro,wilkinsonrachel@example.com,wilkinsonrachel,1966-11-28,Female,Markfort,2024-02-01,2025-01-31,Annual,Amex,Auto-renew,Regular,Electronics,Comedy,Smart TV,Low,4.8,10,58,0
377,Victor Armstrong,durancolin@example.org,durancolin,1963-01-24,Female,North Robertahaven,2024-04-05,2025-04-05,Monthly,Visa,Manual,Regular,Books,Comedy,Smartphone,High,4.8,7,62,1
378,Anne Smith,smithlee@example.net,smithlee,1961-10-05,Female,Lake Autumnside,2024-01-31,2025-01-30,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,Medium,3.5,8,63,0
379,Jerry Dawson,ielliott@example.net,ielliott,1972-03-05,Male,Glovermouth,2024-03-29,2025-03-29,Monthly,Amex,Manual,Frequent,Clothing,Romance,Tablet,Low,4.7,3,52,1
380,Samantha Lucas,gregorybrittney@example.net,gregorybrittney,1951-03-25,Female,North Kelly,2024-03-19,2025-03-19,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,4.8,4,73,1
381,Jennifer Romero,gatescharles@example.org,gatescharles,1939-06-16,Male,North Markmouth,2024-04-10,2025-04-10,Monthly,Visa,Manual,Occasional,Books,Horror,Smartphone,High,4.4,6,85,1
382,Taylor Mcclure,yjones@example.net,yjones,1942-07-10,Male,Elizabethstad,2024-02-02,2025-02-01,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Low,4.1,8,82,0
383,Jeffery Spence,xthomas@example.org,xthomas,1998-02-08,Female,Port Glenn,2024-03-04,2025-03-04,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Tablet,High,4.7,4,27,0
384,Nicholas Curry,jodiweiss@example.net,jodiweiss,1956-08-09,Female,West Joelton,2024-03-25,2025-03-25,Annual,Mastercard,Auto-renew,Frequent,Electronics,Horror,Tablet,Medium,3.4,0,68,1
385,Benjamin Kelly,prodriguez@example.net,prodriguez,1975-07-27,Female,West Williamville,2024-02-07,2025-02-06,Annual,Mastercard,Manual,Occasional,Books,Comedy,Smartphone,Low,3.9,3,49,0
386,Nicholas Nicholson,megan54@example.org,megan54,1981-03-26,Male,Michaelborough,2024-01-07,2025-01-06,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,Low,4.5,9,43,0
387,Frances Wilson,brittany61@example.net,brittany61,1957-04-09,Male,New Mark,2024-01-26,2025-01-25,Annual,Amex,Auto-renew,Occasional,Clothing,Comedy,Smartphone,Low,3.1,6,67,0
388,Richard Soto,simmonssandra@example.com,simmonssandra,2002-09-25,Female,Tylerberg,2024-01-16,2025-01-15,Annual,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.2,1,22,0
389,Angela Walker,martinezsamuel@example.com,martinezsamuel,1980-12-08,Male,Timothyview,2024-02-19,2025-02-18,Annual,Amex,Manual,Occasional,Clothing,Horror,Smart TV,Low,3.7,9,44,0
390,Carl Parker,oanderson@example.org,oanderson,1961-05-28,Male,Leeport,2024-01-06,2025-01-05,Monthly,Mastercard,Auto-renew,Regular,Clothing,Drama,Smart TV,High,4.7,7,63,0
391,Brooke Stewart,johnramirez@example.com,johnramirez,1959-04-25,Male,West Mary,2024-04-10,2025-04-10,Monthly,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Smart TV,High,3.8,4,65,1
392,Amy Vasquez DDS,tcooper@example.net,tcooper,1955-09-16,Male,Cruzborough,2024-03-11,2025-03-11,Annual,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,4.8,9,69,0
393,Joshua Powell,kellypeter@example.org,kellypeter,1965-03-09,Male,Brianmouth,2024-03-25,2025-03-25,Annual,Visa,Auto-renew,Frequent,Books,Romance,Smartphone,High,5.0,6,59,1
394,Whitney White,darlene61@example.org,darlene61,1963-04-17,Female,Veronicabury,2024-02-03,2025-02-02,Annual,Amex,Auto-renew,Occasional,Electronics,Horror,Smartphone,Medium,4.5,9,61,0
395,Rhonda Coleman,ehudson@example.com,ehudson,2002-03-25,Male,Tonyaberg,2024-03-01,2025-03-01,Monthly,Amex,Auto-renew,Frequent,Clothing,Horror,Smart TV,Medium,3.1,10,22,0
396,Jason Schmidt,ryanwalsh@example.com,ryanwalsh,1944-04-26,Male,Jeffreyport,2024-03-27,2025-03-27,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Smart TV,Low,3.2,0,80,1
397,Andrew Johnson,thomascallahan@example.org,thomascallahan,1957-12-17,Male,Port Sue,2024-03-04,2025-03-04,Annual,Visa,Manual,Frequent,Electronics,Horror,Tablet,Medium,4.5,1,67,0
398,Chelsea Terrell,irodriguez@example.org,irodriguez,1961-09-29,Female,South Travis,2024-01-22,2025-01-21,Monthly,Visa,Manual,Regular,Clothing,Horror,Smart TV,Low,4.7,4,63,0
399,Kevin Bridges,acline@example.org,acline,1963-03-07,Male,East Joshuaburgh,2024-01-26,2025-01-25,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Smart TV,High,3.2,2,61,0
400,Steven Moody,kimberly19@example.com,kimberly19,1986-06-24,Male,Lake William,2024-04-13,2025-04-13,Annual,Amex,Manual,Occasional,Clothing,Comedy,Smart TV,High,4.4,7,38,1
401,Gina Aguilar,troy03@example.com,troy03,1994-10-15,Male,Karenborough,2024-01-29,2025-01-28,Monthly,Visa,Manual,Occasional,Books,Romance,Smartphone,High,4.8,2,30,0
402,Olivia Harper,twilliams@example.com,twilliams,2004-06-22,Female,Port Charles,2024-02-27,2025-02-26,Annual,Amex,Auto-renew,Frequent,Electronics,Documentary,Smartphone,High,4.0,6,20,0
403,Christian Pruitt,andrea81@example.com,andrea81,1999-01-16,Male,Amandamouth,2024-02-10,2025-02-09,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,4.2,0,26,0
404,Mark Rojas,marshlori@example.net,marshlori,1942-11-03,Female,Parkerfort,2024-03-13,2025-03-13,Annual,Visa,Manual,Frequent,Clothing,Drama,Smart TV,High,4.7,5,82,0
405,Dr. Kelly Burgess,yatesmichael@example.net,yatesmichael,2003-01-28,Male,West Jillstad,2024-02-15,2025-02-14,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smartphone,Low,3.1,0,22,0
406,Kiara Herrera,koconnor@example.com,koconnor,1954-07-17,Male,Simsland,2024-02-07,2025-02-06,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Smartphone,Low,3.1,4,70,0
407,Christina Steele,pfoster@example.net,pfoster,1941-01-29,Female,Ryanburgh,2024-01-20,2025-01-19,Monthly,Visa,Auto-renew,Regular,Books,Horror,Tablet,Medium,4.1,0,84,0
408,Thomas Espinoza,ycoleman@example.com,ycoleman,1951-03-30,Female,Boyerville,2024-01-14,2025-01-13,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Tablet,High,4.1,9,73,0
409,Joseph Young,moyerkatherine@example.org,moyerkatherine,1958-10-26,Female,New Pamela,2024-03-08,2025-03-08,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Low,4.1,9,66,0
410,Carlos Taylor,brandon60@example.net,brandon60,1964-12-17,Female,Roachville,2024-01-22,2025-01-21,Monthly,Amex,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,4.6,6,60,0
411,Christine Davis,meghan96@example.net,meghan96,1956-09-10,Female,East Christopherton,2024-01-10,2025-01-09,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smartphone,Medium,4.4,8,68,0
412,Mark Lee,harperpatricia@example.com,harperpatricia,1934-04-03,Male,East Carolyn,2024-03-07,2025-03-07,Annual,Amex,Auto-renew,Regular,Electronics,Action,Tablet,High,3.5,3,90,0
413,Matthew Johnson,carmen60@example.org,carmen60,1971-04-23,Male,South Nicoleport,2024-03-21,2025-03-21,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Smartphone,High,4.7,1,53,1
414,Katrina Hampton,eileenwilliams@example.com,eileenwilliams,1975-03-13,Male,Port Michael,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Occasional,Books,Comedy,Smart TV,High,4.7,7,49,0
415,Russell Becker,williamstheresa@example.org,williamstheresa,1975-03-22,Female,Whitebury,2024-03-28,2025-03-28,Annual,Amex,Manual,Occasional,Clothing,Drama,Smartphone,High,3.3,6,49,1
416,Katie Morris,duncanfelicia@example.net,duncanfelicia,1981-12-25,Male,Deleontown,2024-02-29,2025-02-28,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Smartphone,High,3.5,1,43,0
417,Zachary Mccoy,sanchezerin@example.net,sanchezerin,1987-01-27,Male,West Emilyborough,2024-02-05,2025-02-04,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,High,3.4,6,38,0
418,Leslie Peters,ktaylor@example.org,ktaylor,1968-03-30,Male,Lake James,2024-02-19,2025-02-18,Monthly,Mastercard,Manual,Frequent,Books,Romance,Smart TV,High,3.5,2,56,0
419,Christina Patterson,ethanhall@example.org,ethanhall,1985-11-04,Female,Rogersland,2024-03-16,2025-03-16,Monthly,Amex,Manual,Regular,Electronics,Comedy,Smartphone,High,3.5,10,39,0
420,Kyle Williams,xreyes@example.net,xreyes,1940-02-27,Male,Lopezmouth,2024-04-02,2025-04-02,Monthly,Visa,Manual,Occasional,Books,Action,Smartphone,Low,4.7,6,85,1
421,Brian Campos,aliciamckinney@example.com,aliciamckinney,1998-12-26,Female,Wallsfurt,2024-04-04,2025-04-04,Annual,Amex,Manual,Occasional,Electronics,Drama,Smart TV,Low,3.9,1,26,1
422,Susan Hanson,williammcintyre@example.com,williammcintyre,1956-03-08,Male,Cameronside,2024-01-30,2025-01-29,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Low,4.3,4,68,0
423,Kathy Patterson,evelynbullock@example.net,evelynbullock,1986-08-17,Male,New Courtneyton,2024-03-25,2025-03-25,Annual,Mastercard,Auto-renew,Frequent,Clothing,Horror,Tablet,Medium,4.5,7,38,1
424,Ann Jackson,hollymccarty@example.net,hollymccarty,1967-12-04,Female,Port Amy,2024-03-25,2025-03-25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,High,3.1,2,57,1
425,John Edwards,nolancheryl@example.net,nolancheryl,1944-08-31,Male,Randallhaven,2024-02-16,2025-02-15,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Smartphone,Low,4.8,4,80,0
426,Mary Stewart,barbara18@example.net,barbara18,1969-12-31,Male,Lake Ryan,2024-02-15,2025-02-14,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Tablet,Low,4.8,9,55,0
427,James Benson,gmay@example.org,gmay,1942-05-11,Female,Steinfort,2024-03-29,2025-03-29,Annual,Mastercard,Manual,Regular,Books,Drama,Tablet,Low,3.8,5,82,1
